id_video,c1_form,c1_composition,c1_locale,c1_nature,c1_command,c1_description,c2_form,c2_composition,c2_locale,c2_nature,c2_command,c2_description,c3_form,c3_composition,c3_locale,c3_nature,c3_command,c3_description,c4_form,c4_composition,c4_locale,c4_nature,c4_command,c4_description,c5_form,c5_composition,c5_locale,c5_nature,c5_command,c5_description,c6_form,c6_composition,c6_locale,c6_nature,c6_command,c6_description,c7_form,c7_composition,c7_locale,c7_nature,c7_command,c7_description,c8_form,c8_composition,c8_locale,c8_nature,c8_command,c8_description
TC24265,dynamic,1,no self interaction,iconic,backhand up,"one hand, open palm facing downward horizontally, moving upward (once)",dynamic,1,no self interaction,iconic,palm down,"one hand, open palm facing downward horizontally, moving up-down (once)",dynamic,1,no self interaction,iconic,hand grab,"one hand, palm facing forward, closing fist inward (once)",dynamic,1,no self interaction,iconic,hand release,"one hand, palm closed, facing outward, opening fingers outward (once)",static,1,no self interaction,symbolic,raised hand,"one hand, index and middle fingers raised upwards, facing inwards (stationary)",static,1,no self interaction,symbolic,fist raise + index up,"one hand, palm facing forward, fist closed inward (once) + one hand, index finger extended upward (stationary)",static,1,no self interaction,symbolic,raised hand,"one hand, palm open, facing forward, raised upward (stationary)",dynamic,1,no self interaction,iconic,hand grab,"one hand, palm facing forward, closing fist inward (once)"
TC24266,dynamic,1,no self interaction,iconic,unpinch,"one hand, thumb and middle fingers pinched together, slowly opening outward (once)",dynamic,1,no self interaction,pantomimic,pinch hold,"one hand, thumb and index fingers extended, slowly brought together as if holding a small object (once)",dynamic,1,no self interaction,iconic,hand grab,"one hand, palm facing forward, closing fist inward (once)",dynamic,1,no self interaction,iconic,hand release,"one hand, palm closed, facing outward, opening fingers outward (once)",dynamic,1,no self interaction,iconic,palm up-down,"one hand, palm open facing forward, moving the palm down, fingers relaxed and extended forward (once)",dynamic,2,no self interaction,symbolic,backhand up + raised hand,"one hand, palm facing down, moving upward (once) + palm open, facing forward, raised upward (stationary)",static,1,no self interaction,deictic,index up,"one hand, index finger extended upward (stationary)",dynamic,1,no self interaction,symbolic,hand wave,"two hands, palms facing forward, waving left-right (repeatedly)"
TC24267,dynamic,1,no self interaction,iconic,swipe up,"one hand, palm facing upward, index and middle fingers pointing forward, moving upward (once)",dynamic,1,no self interaction,iconic,swipe down,"one hand, palm facing downward, index and middle fingers pointing forward, moving downward (once)",dynamic,1,other self interaction,symbolic,throat slash,"one hand, palm open, moving horizontally across the throat, rightward (once)",dynamic,1,mouth interaction,pantomimic,uncover mouth,"one hand, palm touching the mouth, moving outward away from the mouth (once)",dynamic,1,other self interaction,iconic,hand grab,"one hand, palm open facing leftward, closing fist inward, in front of face (once)",dynamic,1,no self interaction,iconic,hand release,"one hand, palm closed, facing upward, opening fingers (once)",static,1,no self interaction,symbolic,raised hand,"one hand, palm open, facing forward, raised upward (stationary)",dynamic,1,no self interaction,pantomimic,clap hands,"two hands, palms open and facing each other, moving toward each other and clapping (once)"
TC24268,dynamic,1,no self interaction,iconic,unpinch,"one hand, thumb and middle finger pinched together, slowly opening outward (once)",dynamic,1,no self interaction,pantomimic,pinch hold,"one hand, thumb and index fingers extended, slowly brought together as if holding a small object (once)",dynamic,1,no self interaction,iconic,hand grab,"one hand, palm facing forward, closing fist inward (once)",static,1,no self interaction,symbolic,fist raise,"one hand, palm facing forward, fist closed inward (once)",dynamic,1,no self interaction,symbolic,hand wave,"two hands, palms facing forward, waving left-right (repeatedly)",dynamic,1,no self interaction,symbolic,hand wave,"two hands, palms facing forward, waving left-right (once)",static,1,no self interaction,symbolic,raised hand,"one hand, palm open, fingers spread, facing backward, raised upward (stationary)",static,1,no self interaction,symbolic,raised hand,"one hand, palm open, fingers spread, facing frontward, raised upward (stationary)"
TC24269,dynamic,1,no self interaction,iconic,palm up,"two hands, palms facing up, moving up-down (repeatedly)",dynamic,1,no self interaction,iconic,backhand up,"two hands, palms facing downward, moving up-down (repeteadly)",static,1,mouth interaction,symbolic,silence cue,"one hand, index finger placed on lips (stationary)",dynamic,1,mouth interaction,pantomimic,uncover mouth,"two hands, open palms facing inward, in front of the mouth, moving outward to the sides (once)",dynamic,2,no self interaction,pantomimic,point camera + open curtains,"one hand, index finger extended, pointing forward (once) + two hands, palms facing outwards, crossed in front of body, moving away from each other, to the sides, closing fists forward (once)",dynamic,2,no self interaction,pantomimic,open curtains + hand release,"two hands, palms closed facing each other at the center, moving away from each other, to the sides (once) + opening fingers frontward (once)",static,1,other self interaction,symbolic,chest palm + raised hand,"one hand, open palm placed over the chest (stationary) + other hand, palm open, facing forward, raised upward (stationary)",dynamic,1,no self interaction,iconic,spread hands,"two hands, open palms facing down, crossing each other, spreading outward to the sides (once)"
TC24270,dynamic,1,no self interaction,pantomimic,index rotate,"one hand, index finger pointing forward and moving clockwise, circularly, (repeatedly)",dynamic,1,no self interaction,iconic,palm down,"one hand, palm facing down, moving up-down (repeatedly)",static,1,no self interaction,metaphoric,cross fingers,"two hands, index fingers extended and crossing each other to form an ""X"" shape (stationary)",dynamic,1,mouth interaction,pantomimic,uncover mouth,"one hand, open palm touching mouth, moving away from mouth, outward (repeatedly)",static,1,no self interaction,symbolic,timeout,"two hands, one positioned horizontally with palm facing downward, fingers touching the open palm of the other hand (stationary)",dynamic,1,no self interaction,pantomimic,open curtains,"two hands, open palms facing inward, moving outward to the sides (once)",static,1,no self interaction,deictic,index up,"one hand, index finger extended upward (stationary)",static,1,no self interaction,symbolic,raised hand,"one hand, palm open, fingers spread, facing frontward, raised upward (stationary)"
TC24271,dynamic,1,no self interaction,deictic,index up,"one hand, index finger extended, pointing frontward, moving upward (once)",dynamic,1,no self interaction,deictic,point camera,"one hand, index finger extended, pointing forward, moving downward (once)",static,1,mouth interaction,symbolic,silence cue,"one hand, index and middle fingers placed on lips (stationary)",static,1,mouth interaction,symbolic,silence cue,"one hand, index and middle fingers placed on lips (stationary)",dynamic,1,no self interaction,symbolic,raised hand,"one hand, palm open, facing forward, raised upward (stationary)",static,1,no self interaction,symbolic,raised hand,"one hand, palm open, raised upward, moving forward (stationary)",static,1,no self interaction,symbolic,raised hand,"one hand, palm open, facing forward, raised upward (stationary)",dynamic,1,ear interaction,pantomimic,phone down,"one hand, all fingers curled near the ear, moving downward in front (once)"
TC24272,dynamic,1,no self interaction,iconic,palm up,"one hand, palm facing up, moving up-down (repeatedly)",dynamic,1,no self interaction,iconic,palm down,"one hand, palm facing down, all fingers extended, moving up-down (repeatedly)",dynamic,1,mouth interaction,metaphoric,zip mouth,"one hand, thumb and index fingers pinching together, swiping rightward, in front of mouth (once)",dynamic,1,mouth interaction,metaphoric,zip mouth,"one hand, thumb and index finger pinching together, swiping lefttward, infront of mouth (once)",dynamic,2,no self interaction,pantomimic,circular hand wave + hand pinch,"one hand, palm facing forward, moving upward in a circular motion from right to left (once) + all fingers tapping together, closing leftward (once)",dynamic,1,no self interaction,symbolic,hand wave,"one hand, palm facing forward, waving right-left (repeatedly)",static,1,no self interaction,symbolic,raised hand,"one hand, palm open, facing forward, raised upward (stationary)",dynamic,1,eyes interaction,symbolic,salute swipe,"one hand, index and middle fingers extended forward, touching the forehead, moving upward and outward (once)"
TC24273,dynamic,1,no self interaction,iconic,unpinch,"one hand, thumb and index fingers pinched together, slowly opening outward (repeatedly)",dynamic,1,no self interaction,pantomimic,hand pinch,"one hand, thumb and index fingers pinching together, slowly closing inwards (once)",dynamic,1,no self interaction,iconic,hand swipe,"one hand, palm open, facing leftward, swiping leftward (once)",dynamic,1,no self interaction,pantomimic,hand swipe,"one hand, palm open, facing leftward, sliding from left to right (once)",dynamic,1,no self interaction,iconic,hand grab,"one hand, palm facing forward, closing fist inward (once)",dynamic,1,no self interaction,iconic,hand release,"one hand, palm closed, facing outward, opening fingers outward (once)",static,1,no self interaction,symbolic,raised hand,"one hand, palm open, facing forward, raised upward (stationary)",dynamic,1,no self interaction,iconic,hand swipe,"one hand, fist closed, facing leftward, swiping leftward (once)"
TC24274,dynamic,1,no self interaction,iconic,palm up,"one hand, palm facing up, moving upward (once)",dynamic,1,no self interaction,iconic,palm down,"one hand, palm facing down, moving downward (once)",dynamic,1,no self interaction,iconic,hand release + hand grab,"one hand, palm closed, facing forward, opening fingers forward (once) + palm open, forward, closing fist inward (once)",dynamic,1,no self interaction,iconic,hand release,"one hand, palm closed, facing forward, opening fingers forward (once)",dynamic,1,no self interaction,pantomimic,clap hands,"two hands, palms open and facing each other, moving towards each other, clapping (once)",dynamic,1,other self interaction,pantomimic,namaste + open curtains,"two hands, palms pressed together in front of the chest, fingers pointing upward + palms moving away from each other, to the sides (once)",static,1,no self interaction,symbolic,thumbs up,"one hand, thumb extended upward (stationary)",dynamic,1,no self interaction,iconic,spread hands,"two hands, open palms facing down, crossing each other, spreading to the sides (once)"
TC24275,dynamic,1,no self interaction,iconic,palm up,"one hand, palm facing up, moving upward (once)",dynamic,1,no self interaction,iconic,palm down,"one hand, palm facing down, moving downward (once)",dynamic,1,no self interaction,iconic,hand release,"one hand, palm closed, facing forward, opening fingers forward (repeatedly)",dynamic,1,no self interaction,iconic,hand grab,"one hand, open palm facing forward, closing fist inward (once)",static,1,no self interaction,metaphoric,cross fingers,"two hands, index and middle fingers extended and crossing each other to form an ""X"" shape (stationary)",dynamic,1,no self interaction,metaphoric,cross fingers,"two hands, index and middle fingers extended and crossing each other to form an ""X"" shape (stationary)",static,1,no self interaction,deictic,index up,"one hand, index finger extended upward (stationary)",static,1,other self interaction,metaphoric,cross hands/arms,"two hands, palms facing sideways, crossing in front of the body (once)"
TC24276,dynamic,1,no self interaction,iconic,hand pinch,"one hand, thumb and index fingers pinching together, moving up and down (once)",dynamic,1,no self interaction,pantomimic,hand pinch,"one hand, thumb and middle fingers tapping together, moving downward (once)",dynamic,1,no self interaction,iconic,hand grab,"one hand, palm facing forward, closing fist inward (once)",dynamic,1,no self interaction,iconic,hand release,"one hand, palm closed, facing forward, opening fingers forward (once)",dynamic,1,no self interaction,symbolic,snap finger,"one hand, thumb and middle fingers flicking together, produce a snapping sound (once)",dynamic,1,no self interaction,symbolic,snap finger,"one hand, thumb and middle fingers flicking together, produce a snapping sound (repeatedly)",static,1,no self interaction,symbolic,raised hand,"one hand, palm open, facing forward, raised upward (stationary)",dynamic,1,no self interaction,symbolic,hand wave,"one hand, palm facing forward, waving left-right (repeatedly)"
TC24277,dynamic,1,no self interaction,deictic,index up,"one hand, palm facing inward, index finger extended, moving upward (once)",dynamic,1,no self interaction,deictic,index down,"one hand, index finger, pointing downward (stationary)",static,1,other self interaction,symbolic,intertwined fingers,"one hand, index and middle fingers raised and interlaced (stationary)",dynamic,2,no self interaction,iconic,hand release + hand grab,"palm closed, facing forward, opening all fingers forward (once) + palm open, forward, closing fist inward (once)",dynamic,1,no self interaction,iconic,spread hands,"two hands, open palms facing forward, crossing each other, spreading to the sides (repeatedly)",dynamic,1,no self interaction,pantomimic,close curtains,"two hands, open palms facing forward, moving towards each other to the center, in front (repeatedly)",static,1,no self interaction,symbolic,thumbs up,"one hand, thumb extended upward (stationary)",dynamic,1,no self interaction,iconic,hand grab,"one hand, open palm moving upward in a circular motion to the right, closing fist rightward (once)"
TC24278,dynamic,1,no self interaction,deictic,index up,"one hand, index finger extended, pointing rightward, moving upward (once)",dynamic,1,no self interaction,deictic,index up,"one hand, index finger extended upward, sliding from upward to rightward downward (once)",dynamic,1,no self interaction,iconic,hand grab,"one hand, palm facing forward, closing fist inward (once)",dynamic,1,no self interaction,symbolic,hand wave,"one hand, palm facing forward, moving upward in a circular motion to the right, then moving back downward in a circular motion to left (once)",dynamic,1,no self interaction,iconic,hand grab,"two hands, palms open facing forward, closing fist inward (once)",static,1,no self interaction,symbolic,thumbs up,"one hand, thumb finger extended upward (stationary)",static,1,no self interaction,symbolic,raised hand,"one hand, palm open, facing forward, raised upward (stationary)",dynamic,1,no self interaction,symbolic,hand wave,"one hand, palm facing forward, waving left-right (repeatedly)"
TC24279,dynamic,2,no self interaction,iconic,hand release + hand grab,"one hand, palm closed, facing forward, opening fingers forward (once) + palm open, forward, closing fist inward (once)",dynamic,2,no self interaction,iconic,hand grab,"one hand, palm open, facing forward, all fingers brought close together as if holding a small object (once)",dynamic,1,no self interaction,iconic,hand grab,"one hand, palm facing forward, closing fist inward (once)",dynamic,1,no self interaction,iconic,hand release,"one hand, palm closed, facing upward, opening fingers outward (once)",dynamic,1,other self interaction,metaphoric,block face,"one hand, open palm facing inward, sliding downward in front of the face, closing fingers in sequence (once)",dynamic,1,no self interaction,iconic,hand release,"one hand, palm closed, facing forward, opening fingers righward (once)",static,1,no self interaction,deictic,index up,"one hand, index finger extended upward (stationary)",static,1,other self interaction,symbolic,namaste,"two hands, palms pressed together in front of the chest, fingers pointing upward (stationary)"
TC24280,dynamic,1,no self interaction,iconic,palm up,"two hands, palms facing up, moving up-down (repeatedly)",dynamic,1,no self interaction,iconic,palm down,"one hand, palm facing down, moving downward (once)",dynamic,1,no self interaction,iconic,hand swipe,"one hand, palm open, facing forward, sliding leftward (once)",dynamic,1,no self interaction,deictic,point camera,"one hand, index and middle fingers extended, pointing forward (once)",dynamic,1,no self interaction,pantomimic,close lid,"one hand, flat hand, palm facing downward, moving downward (once)",dynamic,1,no self interaction,iconic,palm up,"one hand, palm facing up, moving upward (once)",dynamic,1,no self interaction,pantomimic,hand cut,"one hand, palm open, facing up, moving leftward in a cutting movement (once)",dynamic,1,no self interaction,iconic,hand grab,"one hand, palm facing forward, closing fist inward (once)"
TC24281,dynamic,1,no self interaction,iconic,swipe up,"one hand, index and middle fingers pointing leftward, moving upward (once)",dynamic,1,no self interaction,iconic,swipe up,"one hand, index finger pointing forward, moving up-down (once)",dynamic,1,no self interaction,iconic,backhand up,"one hand, palm facing down, moving upward (once)",dynamic,2,no self interaction,iconic,hand release + hand grab,"one hand, palm closed, facing forward, opening fingers forward (once) + palm open, forward, closing fist inward (once)",static,1,no self interaction,symbolic,fist raise,"one hand, fist closed inward, facing leftward (once)",dynamic,1,no self interaction,iconic,hand release,"one hand, palm closed, opening fingers leftward (once)",dynamic,1,no self interaction,pantomimic,circular hand wave,"one hand, index and middle finger moving upward in a circular motion to rightward (once)",dynamic,1,no self interaction,pantomimic,clap hands,"two hands, palms open and facing each other, moving towards each other, clapping (once)"
TC24282,dynamic,1,no self interaction,iconic,unpinch,"one hand, all fingers pinched together, slowly opening index and middle finger forward (once)",dynamic,1,no self interaction,pantomimic,hand pinch,"one hand, all fingers tapping together, closing forward (once)",dynamic,1,no self interaction,deictic,index up,"one hand, index finger extended, pointing upward, then moving to point downward (once)",dynamic,1,no self interaction,deictic,index swipe,"one hand, index finger extended, pointing forward, moving upward and shifting to point upward (once)",static,1,no self interaction,symbolic,raised hand,"one hand, palm open, facing forward, raised upward (stationary)",dynamic,1,no self interaction,iconic,hand release,"one hand, palm closed, opening fingers forward (once)",static,1,no self interaction,symbolic,thumbs up,"one hand, thumb extended upward (stationary)",dynamic,1,no self interaction,iconic,spread hands,"two hands, open palms facing down, crossing each other, spreading to the sides (once)"
TC24283,dynamic,1,no self interaction,iconic,palm up,"one hand, palm facing upward, bending the fingers in and out (repeatedly)",dynamic,1,no self interaction,iconic,palm down,"one hand, palm facing down, moving downward (once)",dynamic,1,no self interaction,iconic,spread hands,"two hands, open palms facing down, crossing each other, spreading to the sides (repeatedly)",dynamic,1,ear interaction,symbolic,listen,"one hand, index finger extended, pointing at the ear (repeatedly)",dynamic,1,no self interaction,symbolic,raised hand,"one hand, palm open, facing forward, raised upward (stationary)",dynamic,1,no self interaction,iconic,palm up,"one hand, palm facing upward, bending the fingers in and out 8repeatedly)",static,1,no self interaction,symbolic,raised hand,"one hand, palm open, facing forward, raised upward (stationary)",dynamic,1,no self interaction,symbolic,hand wave,"one hand, palm facing forward, waving left-right (repeatedly)"
TC24284,dynamic,1,no self interaction,pantomimic,clockwise,"one hand, all fingers pinching knob, rotating counterclockwise (once)",dynamic,1,no self interaction,pantomimic,clockwise,"one hand, all fingers pinching knob, rotating clockwise (once)",dynamic,1,no self interaction,iconic,hand grab,"one hand, palm facing forward, closing fist inward (oce)",dynamic,1,no self interaction,iconic,hand release,"one hand, palm closed, facing upward, opening fingers outward (once)",dynamic,1,other self interaction,metaphoric,block face,"one hand, palm open, facing inward, sliding from top to bottom in front of face (once)",dynamic,1,other self interaction,metaphoric,block face,"one hand, palm open, facing inward, sliding from bottom to top, in front of face (once)",static,1,no self interaction,symbolic,raised hand,"one hand, palm open, facing rightward, raised upward (stationary)",dynamic,1,no self interaction,pantomimic,clap hands,"two hands, palms open and facing each other, moving towards each other, clapping (once)"
TC24285,dynamic,2,ear interaction,symbolic,listen + palm up,"one hand, index finger pointing at the ear (repeatedly) + palm facing up, moving upward (once)",dynamic,4,ear interaction,symbolic,listen + pinch hold + palm down + point ear,"one hand, index finger pointing at the ear (once) + thumb and index fingers extended, brought together as if holding a small object (stationary) + palm facing down, moving downward (once) + index finger pointing at the ear (once)",dynamic,1,mouth interaction,iconic,hand grab,"one hand, palm facing inwards, closing fist in front of mouth (once)",dynamic,1,mouth interaction,pantomimic,uncover mouth,"one hand, open palm touching mouth, moving away from mouth, outward (once)",dynamic,2,no self interaction,deictic,point camera + hand swipe,"one hand, index finger extended, pointing frontward (once) + palm open, facing forward, swiping leftward (once)",dynamic,1,no self interaction,iconic,hand swipe,"one hand, palm open, facing leftward, swiping rightward (once)",dynamic,2,other self interaction,metaphoric,index up + chin unpinch,"one hand, index finger extended upward (stationary) + all fingers pinched together, touching the chin, opening forward (once)",dynamic,2,no self interaction,symbolic,clap hands + hand wave,"two hands, palms open and facing each other, moving towards each other, clapping (once) + two hands, palms facing forward, waving left-right (repeatedly)"
TC24286,dynamic,3,ear interaction,deictic,point camera + listen + palm up,"one hand, index finger extended, pointing forward (once) + index finger pointing at the ear (repeatedly) + palm facing up, moving upward (once)",dynamic,3,ear interaction,deictic,point camera + listen + palm down,"one hand, index finger extended, pointing forward (once) + one hand, index finger pointing at the ear (once) + palm facing down, moving downward (once)",dynamic,3,mouth interaction,symbolic,point camera + raised hand + silence cue,"one hand, index finger extended, pointing forward (once) + palm open, facing forward, raised upward (stationary) + index finger placed on lips (stationary)",dynamic,3,mouth interaction,metaphoric,point camera + listen + uncover mouth,"one hand, index finger extended, pointing forward (once) + one hand, index finger pointing at the ear (once) + one hand, open palm touching mouth, moving away from mouth outward (repeatedly)",dynamic,1,no self interaction,metaphoric,block view,"one hand, arm outstretched, palm facing forward, moving forward (once)",dynamic,1,no self interaction,deictic,point camera,"one hand, index finger extended, pointing forward (once)",dynamic,2,mouth interaction,metaphoric,chest palm + uncover mouth,"one hand, open palm placed over the chest (stationary) + open palm touching mouth, moving away from mouth, outward (repeatedly)",dynamic,2,other self interaction,symbolic,chest palm + hand wave,"one hand, open palm placed over the chest (stationary) + palm facing forward, waving left-right (repeatedly)"
TC24287,dynamic,1,no self interaction,iconic,palm up,"one hand, palm facing up, moving up-down (repeatedly)",dynamic,1,no self interaction,iconic,palm down,"one hand, palm facing down, moving up-down (repeatedly)",dynamic,2,other self interaction,pantomimic,chin pinch + hand cut,"one hand, index and middle fingers pinched together, near the chin + palm open, facing downward, moving leftward in a cutting movement (once)",static,1,no self interaction,deictic,index point,"one hand, index finger extended, pointing leftward (stationary)",dynamic,2,no self interaction,pantomimic,hand pinch + hand cut,"two hands, thumb and index fingers extended, pinching together, slowly closing inwards + one hand, palm open, facing downward, moving righward in a cutting movement (once)",dynamic,2,no self interaction,pantomimic,hand wave + pinch hold,"one hand, palm facing forward, waving left-right (once) + two hands, thumb and index fingers extended, slowly brought together as if holding a small object (once)",static,1,no self interaction,deictic,index up,"one hand, index finger extended upward (stationary)",dynamic,1,no self interaction,iconic,spread hands,"two hands, open palms facing down, crossing each other, spreading to the sides (once)"
TC24289,dynamic,1,no self interaction,iconic,palm up,"one hand, palm facing up, moving upward (once)",dynamic,1,no self interaction,iconic,palm down,"one hand, palm facing down, moving downward (once)",dynamic,1,no self interaction,pantomimic,hand pinch,"one hand, thumb and index fingers extended, pinching together, closing inwards (once)",dynamic,1,no self interaction,iconic,unpinch,"one hand, thumb and index fingers pinched together, opening outward (once)",dynamic,1,no self interaction,iconic,hand grab,"one hand, palm open facing leftward, closing fist inward (once)",dynamic,1,no self interaction,iconic,hand release,"one hand, palm closed, facing leftward, opening fingers outward (once)",static,1,no self interaction,symbolic,raised hand,"one hand, palm open, facing forward, raised upward (stationary)",dynamic,1,no self interaction,symbolic,hand wave,"one hand, palm facing forward, waving left-right (repeatedly)"
TC24290,dynamic,1,no self interaction,iconic,palm up,"one hand, palm facing up, moving upward (once)",dynamic,1,no self interaction,iconic,palm down,"one hand, palm facing down, moving downward (once)",dynamic,1,mouth interaction,metaphoric,zip mouth,"one hand, thumb and index fingers pinching together, swiping rightward, in front of mouth (once)",dynamic,1,mouth interaction,iconic,hand release,"one hand, palm closed, facing forward, opening fingers forward, in front of mouth (once)",dynamic,1,no self interaction,iconic,hand grab,"one hand, palm open moving circularly to leftward and closing fingers inwards (once)",dynamic,1,no self interaction,pantomimic,circular hand wave,"one hand, palm facing forward, moving upward in a circular motion to the right (once)",static,1,no self interaction,symbolic,raised hand,"one hand, all fingers raised upward, facing forward (stationary)",dynamic,1,no self interaction,symbolic,hand wave,"one hand, palm facing forward, waving left-right (repeatedly)"
TC24291,dynamic,1,no self interaction,pantomimic,pinch hold,"one hand, thumb and index fingers brought close together as if holding a small object, moving upward (once)",dynamic,1,no self interaction,pantomimic,pinch hold,"one hand, thumb and index fingers brought close together as if holding a small object, moving up-down (once)",dynamic,1,no self interaction,iconic,hand grab,"one hand, palm facing inwards, closing fist lefward (once)",dynamic,1,no self interaction,iconic,hand release,"one hand, palm closed, facing leftward, opening fingers forward (once)",dynamic,1,no self interaction,metaphoric,block view,"one hand, arm outstretched, open palm facing forward, moving forward (once)",dynamic,1,no self interaction,metaphoric,block view,"one hand, arm outstretched, palm facing forward, moving forward (once)",static,1,no self interaction,symbolic,raised hand,"one hand, palm open, facing forward, raised upward (stationary)",dynamic,1,no self interaction,pantomimic,circular hand wave,"one hand, palm facing forward, moving forward in a circular motion to right (once)"
TC24292,dynamic,1,no self interaction,iconic,palm up,"one hand, palm facing up, moving upward (once)",dynamic,1,no self interaction,iconic,palm down,"one hand, palm facing down, moving downward (once)",static,1,mouth interaction,symbolic,cover mouth,"one hand, palm open facing inward, covering the mouth (stationary)",dynamic,1,mouth interaction,pantomimic,uncover mouth,"one hand, open palm touching mouth, moving away from mouth, outward (once)",dynamic,1,no self interaction,iconic,hand grab,"one hand, palm open facing leftward, closing fist inward (once)",dynamic,1,no self interaction,iconic,hand release,"one hand, palm closed, facing leftward, opening fingers forward (once)",static,1,no self interaction,deictic,index up,"one hand, index finger extended upward (stationary)",static,1,no self interaction,symbolic,raised hand,"one hand, palm open, facing forward, raised upward (stationary)"
TC24293,dynamic,2,ear interaction,symbolic,listen + palm up,"one hand, index finger pointing at the ear (repeatedly) + palm facing up, moving upward (once)",dynamic,2,ear interaction,symbolic,listen + palm down,"one hand, index finger pointing at the ear (repeatedly) + palm facing down, moving downward (once)",dynamic,1,mouth interaction,pantomimic,uncover mouth,"one hand, open palm touching mouth, moving away from mouth, turning leftward (once)",dynamic,1,no self interaction,iconic,hand release,"one hand, palm closed, facing leftward, opening fingers outward (once)",static,1,other self interaction,metaphoric,block face,"two hands, palms facing inward, in front of face (once)",dynamic,1,no self interaction,pantomimic,open curtains,"two hands, palms facing inward, moving away from each other, in front of face (once)",static,1,no self interaction,deictic,index up,"one hand, index finger extended upward (stationary)",dynamic,1,no self interaction,iconic,hand grab,"one hand, palm facing leftward, closing fist inward (once)"
TC24294,dynamic,1,no self interaction,iconic,palm up,"one hand, palm facing downward, fingers slightly bent up, moving upward (once)",dynamic,1,no self interaction,iconic,palm down,"one hand, raised palm facing downward, all fingers slightly bent, moving downward (once)",static,1,no self interaction,symbolic,fist raise,"one hand, palm facing forward, fist closed (once)",dynamic,1,mouth interaction,deictic,point mouth,"one hand, index finger extended, pointing at the mouth (repeatedly)",static,1,no self interaction,symbolic,timeout,"two hands, palms open, one hand horizontally placed over the other in vertical, forming a ""T"" shape (stationary)",static,2,no self interaction,symbolic,timeout + raised hand,"two hands, palms open, one hand horizontally placed over the other in vertical, forming a ""T"" shape (stationary) + one hand, palm open, facing forward, raised upward (stationary)",static,1,no self interaction,deictic,index up,"one hand, index finger extended upward (stationary)",static,1,no self interaction,metaphoric,cross fingers,"two hands, index fingers extended and crossing each other to form an ""X"" shape (stationary)"
TC24295,dynamic,1,no self interaction,iconic,backhand up,"one hand, palm facing down, fingers slightly bent down, moving upward (once)",dynamic,1,no self interaction,iconic,palm down,"one hand, palm facing down, moving downward (once)",dynamic,1,mouth interaction,iconic,palm down,"one hand, palm facing down, moving up-down, in front of mouth (repeatedly)",dynamic,1,no self interaction,pantomimic,hand swipe,"one hand, palm facing down, sliding leftward (repeatedly)",static,1,no self interaction,symbolic,timeout,"two hands, one positioned horizontally with palm facing downward, fingers touching the open palm of the other hand (stationary)",dynamic,1,no self interaction,iconic,frame,"two hands, thumbs and index fingers extended, forming a rectangular shape, (stationary)",static,1,no self interaction,symbolic,raised hand,"one hand, palm open, facing forward, raised upward (stationary)",static,1,no self interaction,symbolic,timeout,"two hands, one positioned horizontally with palm facing downward, fingers touching the open palm of the other hand (stationary)"
TC24296,dynamic,1,no self interaction,iconic,palm up,"one hand, palm facing up, moving upward (once)",dynamic,2,no self interaction,symbolic,raised hand + palm down,"one hand, palm open, facing forward, raised upward (stationary) + palm facing down, all fingers slightly bent down, moving up-down (repeatedly)",dynamic,1,mouth interaction,metaphoric,zip mouth,"one hand, thumb and index fingers pinching together, swiping rightward, in front of mouth (once)",dynamic,2,no self interaction,iconic,hand release + hand grab,"one hand, palm closed, facing forward, opening fingers forward (once) + palm open, forward, closing fist inward (once)",dynamic,1,no self interaction,iconic,hand grab,"one hand, palm open facing forward, closing fist forward (once)",dynamic,1,no self interaction,iconic,hand release,"one hand, palm closed, facing forward, opening fingers forward (once)",static,1,no self interaction,symbolic,raised hand,"one hand, palm open, facing forward, raised upward (stationary)",dynamic,1,no self interaction,symbolic,hand wave,"one hand, palm facing forward, waving left-right (once)"
TC24297,dynamic,1,no self interaction,iconic,backhand up,"one hand, palm facing down, fingers slightly bent down, moving upward (once)",dynamic,1,no self interaction,iconic,palm down,"one hand, palm facing down, moving downward (once)",dynamic,1,no self interaction,pantomimic,hand cut,"one hand, palm open, facing down, moving leftward in a cutting movement (once)",dynamic,1,no self interaction,pantomimic,hand cut,"one hand, palm open, facing down, moving rightward in a cutting movement (once)",dynamic,1,no self interaction,pantomimic,clap hands,"two hands, palms open and facing each other, moving towards each other, clapping (once)",dynamic,1,no self interaction,pantomimic,clap hands,"two hands, palms open and facing each other, moving towards each other, clapping (once)",static,1,no self interaction,symbolic,raised hand,"one hand, palm open, facing forward, raised upward (stationary)",dynamic,1,no self interaction,iconic,hand grab,"one hand, palm facing forward, closing fist inward (once)"
TC24298,dynamic,1,no self interaction,iconic,palm up,"one hand, palm facing up, moving upward (once)",dynamic,1,no self interaction,iconic,palm down,"one hand, palm facing down, moving downward (once)",dynamic,1,no self interaction,iconic,hand grab,"one hand, palm facing forward, closing fist inward (once)",dynamic,1,no self interaction,iconic,hand release,"one hand, palm closed, facing forward, opening fingers forward (once)",dynamic,1,no self interaction,metaphoric,block view,"one hand, arm outstretched, open palm facing forward, moving forward (once)",dynamic,1,no self interaction,iconic,hand grab,"one hand, palm facing forward, closing fist inward (once)",static,1,no self interaction,deictic,index up,"one hand, index finger extended upward (stationary)",dynamic,1,no self interaction,symbolic,thumbs up,"two hands, thumbs extended upward (stationary)"
